incident_id,date,n_killed,n_deaths < 2,n_injured,n_guns_involved,,,"Guns>1, Deaths>2","Guns=1, Deaths>2","Guns=1, Deaths<=2","Guns>1, Deaths<=2",,,Occasions where number of guns>1,Occasions where number of deaths>2
139396,27/05/2014,0,TRUE,2,1,FALSE,,,,,,,,,
139419,26/05/2014,0,TRUE,0,1,FALSE,,,,,,,,,
139435,27/05/2014,0,TRUE,1,1,FALSE,,,,,,,,,
139461,22/05/2014,0,TRUE,1,1,FALSE,,,,,,,,,
139548,24/05/2014,0,TRUE,0,1,FALSE,,,,,,,,,
139590,26/05/2014,0,TRUE,1,1,FALSE,,,,,,,,,
139592,23/05/2014,0,TRUE,0,1,FALSE,,,,,,,,,
139595,24/05/2014,0,TRUE,1,1,FALSE,,,,,,,,,
139610,23/05/2014,0,TRUE,1,1,FALSE,,,,,,,,,
139632,24/05/2014,0,TRUE,0,1,FALSE,,,,,,,,,
139649,25/05/2014,0,TRUE,1,1,FALSE,,,,,,,,,
139665,21/05/2014,1,TRUE,1,1,FALSE,,,,,,,,,
139672,27/05/2014,1,TRUE,0,2,FALSE,,,,,,,,,
139701,27/05/2014,0,TRUE,1,1,FALSE,,,,,,,,,
139753,27/05/2014,1,TRUE,0,1,FALSE,,,,,,,,,
139867,27/05/2014,1,TRUE,0,1,FALSE,,,,,,,,,
139880,28/05/2014,0,TRUE,0,1,FALSE,,,,,,,,,
139887,25/05/2014,1,TRUE,0,1,FALSE,,,,,,,,,
139910,24/05/2014,0,TRUE,0,1,FALSE,,,,,,,,,
139941,26/05/2014,1,TRUE,0,1,FALSE,,,,,,,,,
139988,26/05/2014,1,TRUE,0,1,FALSE,,,,,,,,,
140095,20/05/2014,0,TRUE,1,1,FALSE,,,,,,,,,
140097,24/05/2014,1,TRUE,0,1,FALSE,,,,,,,,,
140229,28/05/2014,0,TRUE,0,1,FALSE,,,,,,,,,
140247,26/05/2014,1,TRUE,0,1,FALSE,,,,,,,,,
140264,25/05/2014,1,TRUE,0,1,FALSE,,,,,,,,,
140288,27/05/2014,1,TRUE,2,1,FALSE,,,,,,,,,
140300,27/05/2014,0,TRUE,1,2,FALSE,,,,,,,,,
140326,29/05/2014,0,TRUE,1,1,FALSE,,,,,,,,,
140330,26/05/2014,0,TRUE,1,1,FALSE,,,,,,,,,
140377,23/03/2014,0,TRUE,0,1,FALSE,,,,,,,,,
140409,23/05/2014,1,TRUE,0,1,FALSE,,,,,,,,,
140424,27/05/2014,0,TRUE,0,1,FALSE,,,,,,,,,
140472,28/05/2014,0,TRUE,1,1,FALSE,,,,,,,,,
140497,27/05/2014,0,TRUE,0,1,FALSE,,,,,,,,,
140506,27/05/2014,0,TRUE,0,1,FALSE,,,,,,,,,
140520,22/05/2014,0,TRUE,1,1,FALSE,,,,,,,,,
140592,28/05/2014,0,TRUE,1,1,FALSE,,,,,,,,,
140622,26/05/2014,0,TRUE,1,1,FALSE,,,,,,,,,
140629,30/05/2014,0,TRUE,0,1,FALSE,,,,,,,,,
140772,24/05/2014,0,TRUE,3,1,FALSE,,,,,,,,,
140776,23/05/2014,0,TRUE,0,1,FALSE,,,,,,,,,
140786,29/05/2014,0,TRUE,0,1,FALSE,,,,,,,,,
140834,28/05/2014,0,TRUE,0,1,FALSE,,,,,,,,,
140846,28/05/2014,0,TRUE,1,1,FALSE,,,,,,,,,
140855,20/05/2014,0,TRUE,0,1,FALSE,,,,,,,,,
140902,30/05/2014,1,TRUE,0,1,FALSE,,,,,,,,,
140958,30/05/2014,0,TRUE,0,1,FALSE,,,,,,,,,
140969,30/05/2014,1,TRUE,0,1,FALSE,,,,,,,,,
140982,31/05/2014,1,TRUE,1,1,FALSE,,,,,,,,,
141018,29/05/2014,0,TRUE,0,1,FALSE,,,,,,,,,
141024,30/05/2014,1,TRUE,0,1,FALSE,,,,,,,,,
141107,31/05/2014,1,TRUE,0,1,FALSE,,,,,,,,,
141163,30/05/2014,1,TRUE,0,1,FALSE,,,,,,,,,
141234,26/05/2014,0,TRUE,2,1,FALSE,,,,,,,,,
141340,30/05/2014,1,TRUE,0,1,FALSE,,,,,,,,,
141419,01/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
141463,31/05/2014,0,TRUE,0,1,FALSE,,,,,,,,,
141513,30/05/2014,0,TRUE,0,1,FALSE,,,,,,,,,
141526,29/05/2014,2,FALSE,0,1,FALSE,,,,,,,,,
141560,01/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
141579,29/05/2014,0,TRUE,0,1,FALSE,,,,,,,,,
141711,01/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
141757,31/05/2014,0,TRUE,1,1,FALSE,,,,,,,,,
141831,01/06/2014,0,TRUE,2,1,FALSE,,,,,,,,,
141836,29/05/2014,1,TRUE,0,1,FALSE,,,,,,,,,
141853,30/05/2014,1,TRUE,0,1,FALSE,,,,,,,,,
141856,31/05/2014,1,TRUE,0,1,FALSE,,,,,,,,,
141916,28/05/2014,1,TRUE,0,1,FALSE,,,,,,,,,
141946,02/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
142144,01/06/2014,1,TRUE,1,1,FALSE,,,,,,,,,
142178,17/05/2014,0,TRUE,1,1,FALSE,,,,,,,,,
142200,03/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
142205,30/05/2014,0,TRUE,0,1,FALSE,,,,,,,,,
142272,21/05/2014,2,FALSE,0,1,FALSE,,,,,,,,,
142286,02/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
142296,30/05/2014,3,FALSE,0,1,FALSE,,,,,,,,,
142378,01/06/2014,1,TRUE,1,1,FALSE,,,,,,,,,
142388,03/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
142460,26/05/2014,1,TRUE,0,1,FALSE,,,,,,,,,
142510,27/05/2014,0,TRUE,0,1,FALSE,,,,,,,,,
142512,02/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
142546,20/05/2014,1,TRUE,1,1,FALSE,,,,,,,,,
142590,03/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
142612,01/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
142620,31/05/2014,1,TRUE,0,1,FALSE,,,,,,,,,
142699,03/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
142733,01/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
142735,03/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
142822,04/06/2014,1,TRUE,3,3,FALSE,,,,,,,,,
142900,21/05/2014,1,TRUE,0,1,FALSE,,,,,,,,,
142927,04/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
143033,03/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
143213,03/06/2014,3,FALSE,0,1,FALSE,,,,,,,,,
143241,04/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
143304,06/06/2014,1,TRUE,1,1,FALSE,,,,,,,,,
143350,05/06/2014,1,TRUE,2,1,FALSE,,,,,,,,,
143355,05/06/2014,0,TRUE,2,1,FALSE,,,,,,,,,
143459,05/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
143491,04/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
143592,29/05/2014,0,TRUE,1,1,FALSE,,,,,,,,,
143607,25/05/2014,0,TRUE,0,1,FALSE,,,,,,,,,
143641,05/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
143672,06/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
143739,31/05/2014,0,TRUE,0,1,FALSE,,,,,,,,,
143819,06/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
143893,01/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
143908,07/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
143910,30/05/2014,0,TRUE,0,1,FALSE,,,,,,,,,
143951,05/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
143967,07/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
144007,08/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
144017,22/05/2014,1,TRUE,1,1,FALSE,,,,,,,,,
144028,03/06/2014,0,TRUE,1,2,FALSE,,,,,,,,,
144077,05/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
144119,06/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
144142,08/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
144160,08/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
144195,09/06/2014,0,TRUE,0,32,FALSE,,,,,,,,,
144202,05/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
144204,08/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
144343,07/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
144385,07/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
144443,04/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
144495,09/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
144568,08/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
144579,08/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
144581,02/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
144604,08/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
144677,06/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
144681,31/03/2014,0,TRUE,0,1,FALSE,,,,,,,,,
144733,10/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
144755,10/06/2014,2,FALSE,1,2,FALSE,,,,,,,,,
144779,31/05/2014,1,TRUE,0,1,FALSE,,,,,,,,,
144805,08/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
144883,08/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
144916,09/06/2014,1,TRUE,1,2,FALSE,,,,,,,,,
145026,27/05/2014,0,TRUE,0,1,FALSE,,,,,,,,,
145051,11/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
145062,10/06/2014,1,TRUE,1,1,FALSE,,,,,,,,,
145077,10/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
145093,08/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
145188,28/03/2014,1,TRUE,0,1,FALSE,,,,,,,,,
145247,10/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
145307,13/05/2014,0,TRUE,0,1,FALSE,,,,,,,,,
145369,10/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
145371,08/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
145390,09/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
145396,11/06/2014,1,TRUE,2,1,FALSE,,,,,,,,,
145417,11/06/2014,1,TRUE,1,1,FALSE,,,,,,,,,
145470,11/06/2014,1,TRUE,1,1,FALSE,,,,,,,,,
145481,11/06/2014,1,TRUE,1,1,FALSE,,,,,,,,,
145485,11/06/2014,0,TRUE,3,1,FALSE,,,,,,,,,
145500,05/05/2014,0,TRUE,1,1,FALSE,,,,,,,,,
145547,23/05/2014,0,TRUE,0,1,FALSE,,,,,,,,,
145580,11/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
145665,08/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
145667,11/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
145742,11/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
145768,12/06/2014,2,FALSE,0,1,FALSE,,,,,,,,,
145793,06/06/2014,2,FALSE,0,1,FALSE,,,,,,,,,
145820,12/06/2014,1,TRUE,1,1,FALSE,,,,,,,,,
145831,31/05/2014,0,TRUE,1,1,FALSE,,,,,,,,,
145840,10/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
145856,31/05/2014,0,TRUE,2,1,FALSE,,,,,,,,,
145858,31/05/2014,1,TRUE,0,1,FALSE,,,,,,,,,
145861,13/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
145896,01/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
145968,10/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
145985,03/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
145989,03/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
146057,13/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
146064,12/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
146168,04/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
146211,13/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
146217,12/06/2014,2,FALSE,0,1,FALSE,,,,,,,,,
146227,13/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
146243,05/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
146296,11/06/2014,0,TRUE,0,2,FALSE,,,,,,,,,
146326,13/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
146329,14/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
146412,14/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
146421,11/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
146441,22/05/2014,0,TRUE,1,1,FALSE,,,,,,,,,
146654,13/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
146665,12/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
146826,13/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
146865,13/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
146907,15/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
146925,05/06/2014,2,FALSE,0,1,FALSE,,,,,,,,,
146931,14/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
146960,14/06/2014,0,TRUE,2,1,FALSE,,,,,,,,,
147018,15/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
147119,05/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
147125,16/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
147153,13/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
147155,17/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
147180,17/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
147284,17/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
147290,16/06/2014,2,FALSE,0,1,FALSE,,,,,,,,,
147307,15/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
147311,25/05/2014,0,TRUE,0,1,FALSE,,,,,,,,,
147327,14/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
147341,05/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
147402,16/06/2014,0,TRUE,4,1,FALSE,,,,,,,,,
147443,14/06/2014,0,TRUE,2,1,FALSE,,,,,,,,,
147589,27/05/2014,1,TRUE,0,1,FALSE,,,,,,,,,
147621,17/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
147623,18/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
147667,12/06/2014,2,FALSE,0,2,FALSE,,,,,,,,,
147715,05/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
147749,08/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
147821,15/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
147825,16/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
147826,17/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
147836,23/05/2014,0,TRUE,1,2,FALSE,,,,,,,,,
147845,17/06/2014,1,TRUE,1,1,FALSE,,,,,,,,,
147869,01/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
147935,11/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
147937,18/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
147944,19/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
147951,03/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
148010,11/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
148091,19/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
148160,08/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
148171,17/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
148185,16/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
148217,17/06/2014,1,TRUE,1,1,FALSE,,,,,,,,,
148222,10/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
148224,08/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
148242,15/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
148266,17/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
148392,04/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
148450,05/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
148451,09/06/2014,0,TRUE,0,2,FALSE,,,,,,,,,
148468,19/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
148470,19/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
148540,20/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
148555,18/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
148614,19/06/2014,1,TRUE,1,1,FALSE,,,,,,,,,
148674,20/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
148707,20/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
148714,19/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
148744,17/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
148770,17/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
148881,19/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
148924,19/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
148931,21/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
148941,20/06/2014,0,TRUE,2,1,FALSE,,,,,,,,,
148980,12/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
148989,13/06/2014,1,TRUE,1,1,FALSE,,,,,,,,,
149025,12/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
149029,12/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
149052,19/06/2014,0,TRUE,3,1,FALSE,,,,,,,,,
149073,25/05/2014,0,TRUE,0,1,FALSE,,,,,,,,,
149143,21/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
149163,21/06/2014,1,TRUE,2,1,FALSE,,,,,,,,,
149251,13/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
149256,19/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
149279,18/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
149309,20/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
149318,21/06/2014,1,TRUE,1,1,FALSE,,,,,,,,,
149390,17/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
149447,18/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
149497,19/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
149517,15/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
149523,16/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
149555,06/05/2014,0,TRUE,1,1,FALSE,,,,,,,,,
149564,06/05/2014,0,TRUE,1,1,FALSE,,,,,,,,,
149584,21/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
149773,22/06/2014,1,TRUE,2,1,FALSE,,,,,,,,,
149881,22/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
149986,18/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
149995,14/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
150006,17/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
150020,07/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
150033,22/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
150144,19/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
150155,23/06/2014,1,TRUE,1,1,FALSE,,,,,,,,,
150225,23/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
150229,22/05/2014,1,TRUE,0,1,FALSE,,,,,,,,,
150252,22/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
150275,20/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
150278,23/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
150299,24/06/2014,2,FALSE,7,2,FALSE,,,,,,,,,
150346,23/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
150417,24/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
150444,24/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
150451,24/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
150457,07/02/2014,0,TRUE,2,1,FALSE,,,,,,,,,
150462,06/02/2014,0,TRUE,0,1,FALSE,,,,,,,,,
150468,06/02/2014,0,TRUE,0,1,FALSE,,,,,,,,,
150476,23/06/2014,0,TRUE,0,2,FALSE,,,,,,,,,
150485,24/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
150499,24/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
150512,09/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
150517,15/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
150576,24/06/2014,1,TRUE,0,2,FALSE,,,,,,,,,
150585,24/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
150610,24/06/2014,0,TRUE,4,1,FALSE,,,,,,,,,
150635,23/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
150697,22/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
150735,23/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
150763,25/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
150775,15/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
150782,25/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
150785,16/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
150824,16/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
150835,21/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
150860,16/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
150877,24/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
150891,21/06/2014,1,TRUE,1,1,FALSE,,,,,,,,,
150953,23/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
150960,24/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
150980,05/05/2014,0,TRUE,0,4,FALSE,,,,,,,,,
151053,16/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
151087,25/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
151155,23/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
151161,23/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
151167,26/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
151176,21/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
151195,20/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
151322,20/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
151339,25/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
151400,01/06/2014,0,TRUE,2,1,FALSE,,,,,,,,,
151407,02/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
151446,17/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
151490,26/06/2014,1,TRUE,1,1,FALSE,,,,,,,,,
151502,26/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
151524,27/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
151553,27/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
151613,26/06/2014,1,TRUE,0,2,FALSE,,,,,,,,,
151686,26/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
151743,25/06/2014,1,TRUE,1,1,FALSE,,,,,,,,,
151751,26/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
151768,30/05/2014,1,TRUE,0,1,FALSE,,,,,,,,,
151822,27/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
151859,28/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
151957,21/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
151967,27/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
152009,27/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
152041,27/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
152140,20/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
152151,27/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
152235,28/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
152270,27/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
152276,27/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
152310,29/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
152330,20/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
152375,18/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
152387,28/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
152405,25/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
152422,29/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
152468,29/06/2014,1,TRUE,9,2,FALSE,,,,,,,,,
152471,23/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
152502,29/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
152562,12/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
152585,30/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
152600,30/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
152626,29/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
152665,27/06/2014,2,FALSE,0,1,FALSE,,,,,,,,,
152669,26/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
152675,25/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
152706,30/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
152751,17/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
152766,28/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
152777,29/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
152848,30/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
152883,29/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
152919,30/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
153031,20/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
153092,29/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
153101,30/06/2014,1,TRUE,1,1,FALSE,,,,,,,,,
153138,28/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
153144,29/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
153195,30/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
153228,29/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
153261,01/07/2014,1,TRUE,0,1,FALSE,,,,,,,,,
153290,01/07/2014,0,TRUE,1,1,FALSE,,,,,,,,,
153302,30/06/2014,1,TRUE,0,2,FALSE,,,,,,,,,
153365,18/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
153389,30/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
153417,01/07/2014,0,TRUE,0,1,FALSE,,,,,,,,,
153466,28/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
153485,26/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
153495,30/05/2014,0,TRUE,1,1,FALSE,,,,,,,,,
153544,01/06/2014,2,FALSE,0,1,FALSE,,,,,,,,,
153558,01/07/2014,1,TRUE,2,1,FALSE,,,,,,,,,
153609,29/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
153619,02/07/2014,1,TRUE,0,1,FALSE,,,,,,,,,
153703,20/06/2014,1,TRUE,0,1,FALSE,,,,,,,,,
153742,28/06/2014,0,TRUE,1,1,FALSE,,,,,,,,,
153815,02/07/2014,0,TRUE,1,1,FALSE,,,,,,,,,
153818,02/07/2014,2,FALSE,0,1,FALSE,,,,,,,,,
153849,01/07/2014,1,TRUE,1,1,FALSE,,,,,,,,,
153861,22/06/2014,0,TRUE,0,1,FALSE,,,,,,,,,
